Cycle	time(h)	Alpha_mass	Alpha_fa_mass	heat(kJ/kg_solid)	Temperature(C)	Gsratio	Wno(g/g)	Wni(g/g)	ChemShrink(mL/g)	pH	Conductivity(S/m)	[Na+](M)	[K+](M)	[Ca++](M)	[SO4--](M)	{K+}	{Ca++}	{OH-}	{SO4--}	Vfpore	Poreconnx	Poreconny	Poreconnz	Poreconnave	Solidconnx	Solidconny	Solidconnz	Solidconnave	VfC3S	VfC2S	VfC3A	VfOC3A	VfC4AF	VfK2SO4	VfNA2SO4	VfGYPSUM	VfHEMIHYD	VfANHYDRITE	VfCACO3	VfFREELIME	VfSFUME	VfINERT	VfSLAG	VfASG	VfCAS2	VfAMSIL	VfCH	VfCSH	VfPOZZCSH	VfSLAGCSH	VfC3AH6	VfETTR	VfAFM	VfFH3	VfCACL2	VfFRIEDEL	VfSTRAT	VfGYPSUMS	VfABSGYP	VfAFMC	VfINERTAGG	VfEMPTYP
508	90.3226	0.6152	0.0000	317.9053	25.0000	0.5348	0.1352	0.1353	0.04512	13.3359	6.9044	0.0812	0.2389	0.0019	0.0000	0.5997	0.1139	0.6770	1.0000	0.3454	0.0000	0.9163	0.9170	0.6111	0.0000	0.9711	0.9715	0.6475	0.0563	0.0310	0.0101	0.0000	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0919	0.2459	0.0000	0.0000	0.0340	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
509	90.6785	0.6158	0.0000	318.1940	25.0000	0.5352	0.1354	0.1355	0.04517	13.3361	6.9064	0.0812	0.2390	0.0019	0.0000	0.5997	0.1139	0.6770	1.0000	0.3452	0.0000	0.9163	0.9170	0.6111	0.0000	0.9709	0.9714	0.6475	0.0561	0.0310	0.0101	0.0000	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.2462	0.0000	0.0000	0.0340	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
510	91.0352	0.6165	0.0000	318.5317	25.0000	0.5356	0.1355	0.1356	0.04522	13.3362	6.9088	0.0813	0.2391	0.0019	0.0000	0.5997	0.1139	0.6770	1.0000	0.3449	0.0000	0.9163	0.9170	0.6111	0.0000	0.9709	0.9714	0.6475	0.0560	0.0309	0.0101	0.0000	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0920	0.2465	0.0000	0.0000	0.0341	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
511	91.3925	0.6172	0.0000	318.8483	25.0000	0.5359	0.1357	0.1358	0.04527	13.3364	6.9109	0.0813	0.2392	0.0018	0.0000	0.5996	0.1139	0.6770	1.0000	0.3447	0.0000	0.9148	0.9155	0.6101	0.0000	0.9710	0.9715	0.6475	0.0559	0.0309	0.0100	0.0000	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0921	0.2467	0.0000	0.0000	0.0341	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
512	91.7506	0.6178	0.0000	319.1258	25.0000	0.5364	0.1358	0.1359	0.04531	13.3365	6.9132	0.0813	0.2393	0.0018	0.0000	0.5996	0.1138	0.6769	1.0000	0.3445	0.0000	0.9148	0.9155	0.6101	0.0000	0.9710	0.9715	0.6475	0.0557	0.0309	0.0100	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0922	0.2469	0.0000	0.0000	0.0342	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
513	92.1093	0.6185	0.0000	319.4569	25.0000	0.5368	0.1360	0.1361	0.04536	13.3366	6.9153	0.0813	0.2394	0.0018	0.0000	0.5996	0.1138	0.6769	1.0000	0.3443	0.0000	0.9148	0.9155	0.6101	0.0000	0.9712	0.9717	0.6476	0.0556	0.0308	0.0100	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0923	0.2472	0.0000	0.0000	0.0342	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
514	92.4688	0.6191	0.0000	319.8020	25.0000	0.5371	0.1361	0.1362	0.04541	13.3368	6.9175	0.0813	0.2395	0.0018	0.0000	0.5995	0.1138	0.6769	1.0000	0.3441	0.0000	0.9144	0.9150	0.6098	0.0000	0.9712	0.9717	0.6476	0.0555	0.0308	0.0099	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0924	0.2474	0.0000	0.0000	0.0343	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
515	92.8289	0.6197	0.0000	320.0771	25.0000	0.5375	0.1362	0.1363	0.04546	13.3369	6.9194	0.0814	0.2395	0.0018	0.0000	0.5995	0.1137	0.6769	1.0000	0.3439	0.0000	0.9144	0.9150	0.6098	0.0000	0.9713	0.9718	0.6477	0.0554	0.0308	0.0099	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0925	0.2476	0.0000	0.0000	0.0343	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
516	93.1898	0.6203	0.0000	320.3797	25.0000	0.5379	0.1364	0.1365	0.04550	13.3370	6.9215	0.0814	0.2396	0.0018	0.0000	0.5995	0.1137	0.6769	1.0000	0.3437	0.0000	0.9144	0.9150	0.6098	0.0000	0.9713	0.9718	0.6477	0.0553	0.0308	0.0099	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0925	0.2479	0.0000	0.0000	0.0344	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
517	93.5513	0.6209	0.0000	320.6857	25.0000	0.5383	0.1365	0.1366	0.04555	13.3372	6.9236	0.0814	0.2397	0.0018	0.0000	0.5995	0.1137	0.6769	1.0000	0.3435	0.0000	0.9136	0.9143	0.6093	0.0000	0.9714	0.9718	0.6477	0.0551	0.0307	0.0099	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0926	0.2481	0.0000	0.0000	0.0344	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
518	93.9136	0.6216	0.0000	321.0043	25.0000	0.5386	0.1367	0.1368	0.04559	13.3373	6.9256	0.0814	0.2398	0.0018	0.0000	0.5994	0.1137	0.6769	1.0000	0.3434	0.0000	0.9136	0.9143	0.6093	0.0000	0.9714	0.9718	0.6477	0.0550	0.0307	0.0099	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0927	0.2484	0.0000	0.0000	0.0345	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
519	94.2765	0.6221	0.0000	321.2707	25.0000	0.5390	0.1368	0.1369	0.04564	13.3374	6.9277	0.0814	0.2399	0.0018	0.0000	0.5994	0.1136	0.6768	1.0000	0.3431	0.0000	0.9136	0.9143	0.6093	0.0000	0.9714	0.9719	0.6478	0.0549	0.0307	0.0098	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0928	0.2486	0.0000	0.0000	0.0345	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0016	0.1000	0.0000
520	94.6402	0.6228	0.0000	321.5932	25.0000	0.5394	0.1369	0.1370	0.04569	13.3376	6.9299	0.0815	0.2400	0.0018	0.0000	0.5994	0.1136	0.6768	1.0000	0.3429	0.0000	0.9126	0.9133	0.6086	0.0000	0.9714	0.9719	0.6478	0.0547	0.0307	0.0098	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0929	0.2489	0.0000	0.0000	0.0346	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
521	95.0045	0.6234	0.0000	321.8952	25.0000	0.5398	0.1371	0.1372	0.04574	13.3377	6.9320	0.0815	0.2401	0.0018	0.0000	0.5993	0.1136	0.6768	1.0000	0.3427	0.0000	0.9126	0.9133	0.6086	0.0000	0.9717	0.9722	0.6479	0.0546	0.0306	0.0098	0.0000	0.0145	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.2491	0.0000	0.0000	0.0346	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
522	95.3696	0.6240	0.0000	322.2024	25.0000	0.5401	0.1372	0.1373	0.04579	13.3378	6.9340	0.0815	0.2401	0.0018	0.0000	0.5993	0.1136	0.6768	1.0000	0.3426	0.0000	0.9126	0.9133	0.6086	0.0000	0.9717	0.9722	0.6479	0.0545	0.0306	0.0098	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0930	0.2493	0.0000	0.0000	0.0347	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
523	95.7353	0.6246	0.0000	322.4860	25.0000	0.5405	0.1373	0.1374	0.04583	13.3379	6.9359	0.0815	0.2402	0.0018	0.0000	0.5993	0.1135	0.6768	1.0000	0.3424	0.0000	0.9117	0.9123	0.6080	0.0000	0.9716	0.9721	0.6479	0.0544	0.0306	0.0097	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.2495	0.0000	0.0000	0.0347	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
524	96.1018	0.6252	0.0000	322.7921	25.0000	0.5409	0.1375	0.1376	0.04587	13.3381	6.9380	0.0815	0.2403	0.0018	0.0000	0.5992	0.1135	0.6768	1.0000	0.3422	0.0000	0.9117	0.9123	0.6080	0.0000	0.9716	0.9721	0.6479	0.0543	0.0305	0.0097	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0932	0.2498	0.0000	0.0000	0.0348	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
525	96.4689	0.6258	0.0000	323.0783	25.0000	0.5412	0.1376	0.1377	0.04591	13.3382	6.9399	0.0816	0.2404	0.0018	0.0000	0.5992	0.1135	0.6767	1.0000	0.3420	0.0000	0.9117	0.9123	0.6080	0.0000	0.9717	0.9722	0.6480	0.0542	0.0305	0.0097	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0933	0.2500	0.0000	0.0000	0.0348	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
526	96.8368	0.6263	0.0000	323.3535	25.0000	0.5416	0.1377	0.1378	0.04596	13.3383	6.9419	0.0816	0.2405	0.0018	0.0000	0.5992	0.1135	0.6767	1.0000	0.3418	0.0000	0.9116	0.9120	0.6079	0.0000	0.9717	0.9722	0.6480	0.0541	0.0305	0.0097	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0933	0.2502	0.0000	0.0000	0.0349	0.0192	0.0001	0.0023	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
527	97.2053	0.6270	0.0000	323.6354	25.0000	0.5420	0.1379	0.1380	0.04600	13.3385	6.9440	0.0816	0.2405	0.0018	0.0000	0.5992	0.1134	0.6767	1.0000	0.3416	0.0000	0.9116	0.9120	0.6079	0.0000	0.9718	0.9723	0.6480	0.0540	0.0305	0.0096	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0934	0.2505	0.0000	0.0000	0.0349	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
528	97.5746	0.6276	0.0000	323.9277	25.0000	0.5423	0.1380	0.1381	0.04605	13.3386	6.9459	0.0816	0.2406	0.0018	0.0000	0.5991	0.1134	0.6767	1.0000	0.3414	0.0000	0.9116	0.9120	0.6079	0.0000	0.9718	0.9723	0.6480	0.0538	0.0304	0.0096	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0935	0.2507	0.0000	0.0000	0.0350	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
529	97.9445	0.6281	0.0000	324.2018	25.0000	0.5427	0.1381	0.1382	0.04609	13.3387	6.9478	0.0816	0.2407	0.0018	0.0000	0.5991	0.1134	0.6767	1.0000	0.3412	0.0000	0.9105	0.9109	0.6071	0.0000	0.9718	0.9723	0.6480	0.0537	0.0304	0.0096	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0936	0.2509	0.0000	0.0000	0.0350	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
530	98.3152	0.6288	0.0000	324.5298	25.0000	0.5430	0.1383	0.1384	0.04615	13.3388	6.9498	0.0817	0.2408	0.0018	0.0000	0.5991	0.1134	0.6767	1.0000	0.3411	0.0000	0.9105	0.9109	0.6071	0.0000	0.9718	0.9723	0.6480	0.0536	0.0304	0.0096	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0937	0.2512	0.0000	0.0000	0.0351	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
531	98.6865	0.6294	0.0000	324.8271	25.0000	0.5434	0.1384	0.1385	0.04619	13.3390	6.9519	0.0817	0.2409	0.0018	0.0000	0.5990	0.1133	0.6767	1.0000	0.3409	0.0000	0.9105	0.9109	0.6071	0.0000	0.9719	0.9724	0.6481	0.0535	0.0304	0.0095	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0937	0.2514	0.0000	0.0000	0.0351	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
532	99.0586	0.6300	0.0000	325.1493	25.0000	0.5438	0.1385	0.1386	0.04624	13.3391	6.9541	0.0817	0.2410	0.0018	0.0000	0.5990	0.1133	0.6766	1.0000	0.3406	0.0000	0.9103	0.9105	0.6069	0.0000	0.9719	0.9724	0.6481	0.0533	0.0303	0.0095	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0938	0.2517	0.0000	0.0000	0.0352	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
533	99.4313	0.6307	0.0000	325.4785	25.0000	0.5442	0.1387	0.1388	0.04629	13.3392	6.9563	0.0817	0.2410	0.0018	0.0000	0.5990	0.1133	0.6766	1.0000	0.3404	0.0000	0.9103	0.9105	0.6069	0.0000	0.9719	0.9724	0.6481	0.0532	0.0303	0.0095	0.0000	0.0144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0939	0.2519	0.0000	0.0000	0.0352	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
534	99.8048	0.6313	0.0000	325.8071	25.0000	0.5446	0.1388	0.1389	0.04633	13.3394	6.9584	0.0817	0.2411	0.0018	0.0000	0.5990	0.1133	0.6766	1.0000	0.3402	0.0000	0.9103	0.9105	0.6069	0.0000	0.9719	0.9724	0.6481	0.0531	0.0303	0.0095	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0940	0.2522	0.0000	0.0000	0.0353	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
535	100.1789	0.6319	0.0000	326.1014	25.0000	0.5449	0.1390	0.1391	0.04637	13.3395	6.9604	0.0818	0.2412	0.0018	0.0000	0.5989	0.1132	0.6766	1.0000	0.3401	0.0000	0.9101	0.9105	0.6069	0.0000	0.9722	0.9727	0.6483	0.0530	0.0302	0.0094	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0941	0.2524	0.0000	0.0000	0.0353	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
536	100.5538	0.6326	0.0000	326.4163	25.0000	0.5453	0.1391	0.1392	0.04642	13.3396	6.9624	0.0818	0.2413	0.0018	0.0000	0.5989	0.1132	0.6766	1.0000	0.3399	0.0000	0.9101	0.9105	0.6069	0.0000	0.9722	0.9727	0.6483	0.0528	0.0302	0.0094	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0942	0.2526	0.0000	0.0000	0.0354	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
537	100.9293	0.6332	0.0000	326.7079	25.0000	0.5457	0.1392	0.1393	0.04647	13.3398	6.9645	0.0818	0.2414	0.0018	0.0000	0.5989	0.1132	0.6766	1.0000	0.3397	0.0000	0.9101	0.9105	0.6069	0.0000	0.9723	0.9728	0.6483	0.0527	0.0302	0.0094	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0942	0.2529	0.0000	0.0000	0.0354	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
538	101.3056	0.6338	0.0000	326.9965	25.0000	0.5461	0.1394	0.1395	0.04652	13.3399	6.9666	0.0818	0.2415	0.0018	0.0000	0.5988	0.1131	0.6765	1.0000	0.3395	0.0000	0.9095	0.9099	0.6065	0.0000	0.9723	0.9728	0.6483	0.0526	0.0302	0.0094	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0943	0.2531	0.0000	0.0000	0.0355	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
539	101.6825	0.6344	0.0000	327.3082	25.0000	0.5464	0.1395	0.1396	0.04657	13.3400	6.9687	0.0818	0.2416	0.0018	0.0000	0.5988	0.1131	0.6765	1.0000	0.3393	0.0000	0.9095	0.9099	0.6065	0.0000	0.9724	0.9729	0.6484	0.0525	0.0301	0.0093	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0944	0.2534	0.0000	0.0000	0.0355	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
540	102.0602	0.6351	0.0000	327.6360	25.0000	0.5468	0.1397	0.1398	0.04662	13.3402	6.9708	0.0819	0.2416	0.0018	0.0000	0.5988	0.1131	0.6765	1.0000	0.3391	0.0000	0.9095	0.9099	0.6065	0.0000	0.9724	0.9729	0.6484	0.0524	0.0301	0.0093	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0945	0.2536	0.0000	0.0000	0.0356	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
541	102.4385	0.6356	0.0000	327.9111	25.0000	0.5471	0.1398	0.1399	0.04666	13.3403	6.9726	0.0819	0.2417	0.0018	0.0000	0.5987	0.1131	0.6765	1.0000	0.3389	0.0000	0.9085	0.9093	0.6059	0.0000	0.9727	0.9731	0.6486	0.0523	0.0301	0.0093	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0946	0.2538	0.0000	0.0000	0.0356	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
542	102.8176	0.6361	0.0000	328.1547	25.0000	0.5474	0.1399	0.1400	0.04670	13.3404	6.9744	0.0819	0.2418	0.0018	0.0000	0.5987	0.1130	0.6765	1.0000	0.3388	0.0000	0.9085	0.9093	0.6059	0.0000	0.9727	0.9731	0.6486	0.0522	0.0300	0.0093	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0946	0.2540	0.0000	0.0000	0.0357	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
543	103.1973	0.6367	0.0000	328.4163	25.0000	0.5478	0.1400	0.1401	0.04674	13.3405	6.9762	0.0819	0.2419	0.0018	0.0000	0.5987	0.1130	0.6765	1.0000	0.3386	0.0000	0.9085	0.9093	0.6059	0.0000	0.9728	0.9732	0.6487	0.0521	0.0300	0.0092	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0947	0.2542	0.0000	0.0000	0.0357	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
544	103.5778	0.6372	0.0000	328.6951	25.0000	0.5481	0.1402	0.1403	0.04678	13.3406	6.9781	0.0819	0.2419	0.0018	0.0000	0.5987	0.1130	0.6765	1.0000	0.3384	0.0000	0.9092	0.9097	0.6063	0.0000	0.9728	0.9732	0.6487	0.0519	0.0300	0.0092	0.0000	0.0143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0948	0.2544	0.0000	0.0000	0.0357	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
545	103.9589	0.6378	0.0000	328.9617	25.0000	0.5484	0.1403	0.1404	0.04682	13.3407	6.9799	0.0820	0.2420	0.0018	0.0000	0.5986	0.1130	0.6764	1.0000	0.3382	0.0000	0.9092	0.9097	0.6063	0.0000	0.9729	0.9732	0.6487	0.0518	0.0300	0.0092	0.0000	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0948	0.2546	0.0000	0.0000	0.0358	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
546	104.3408	0.6383	0.0000	329.2362	25.0000	0.5488	0.1404	0.1405	0.04686	13.3409	6.9818	0.0820	0.2421	0.0018	0.0000	0.5986	0.1130	0.6764	1.0000	0.3380	0.0000	0.9092	0.9097	0.6063	0.0000	0.9729	0.9732	0.6487	0.0517	0.0299	0.0092	0.0000	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0949	0.2549	0.0000	0.0000	0.0358	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
547	104.7233	0.6389	0.0000	329.5340	25.0000	0.5491	0.1405	0.1406	0.04691	13.3410	6.9837	0.0820	0.2422	0.0018	0.0000	0.5986	0.1129	0.6764	1.0000	0.3379	0.0000	0.9078	0.9082	0.6053	0.0000	0.9729	0.9733	0.6487	0.0516	0.0299	0.0092	0.0000	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0950	0.2551	0.0000	0.0000	0.0359	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
548	105.1066	0.6395	0.0000	329.7963	25.0000	0.5495	0.1406	0.1408	0.04694	13.3411	6.9856	0.0820	0.2422	0.0018	0.0000	0.5986	0.1129	0.6764	1.0000	0.3377	0.0000	0.9078	0.9082	0.6053	0.0000	0.9729	0.9733	0.6487	0.0515	0.0299	0.0091	0.0000	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0951	0.2553	0.0000	0.0000	0.0359	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
549	105.4905	0.6401	0.0000	330.1011	25.0000	0.5498	0.1408	0.1409	0.04699	13.3412	6.9877	0.0820	0.2423	0.0018	0.0000	0.5985	0.1129	0.6764	1.0000	0.3375	0.0000	0.9078	0.9082	0.6053	0.0000	0.9730	0.9733	0.6488	0.0514	0.0299	0.0091	0.0000	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0951	0.2555	0.0000	0.0000	0.0360	0.0192	0.0001	0.0024	0.0000	0.0000	0.0000	0.0000	0.0021	0.0017	0.1000	0.0000
550	105.8752	0.6407	0.0000	330.3766	25.0000	0.5501	0.1409	0.1410	0.04703	13.3413	6.9895	0.0821	0.2424	0.0018	0.0000	0.5985	0.1129	0.6764	1.0000	0.3373	0.0000	0.9071	0.9075	0.6049	0.0000	0.9730	0.9733	0.6488	0.0513	0.0298	0.0091	0.0000	0.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0952	0.2558	0.0000	0.0000	0.0360	0.0192	0.0001	0.0025	0.0000	0.0000	0.0000	0.0000	0.0021	0.0018	0.1000	0.0000
