Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
Ottawa-sand-anm-20104.dat	-2.6395	2.4021	-2.2903	2.6573	-1.2459	1.4339	26.5012	53.4300	1.243	3.6990	1.316	14	0.9813	5.2318	4.5233	2.3706	2.206983	1.908127
Ottawa-sand-anm-20105.dat	-0.6659	0.9235	-0.7946	1.0894	-0.7253	0.8633	1.4768	7.7981	1.243	1.4129	1.186	22	0.9787	1.8956	1.7980	1.1100	1.707738	1.619785
Ottawa-sand-anm-20106.dat	-2.2216	2.0890	-2.2756	2.5210	-2.4403	2.2687	42.0576	61.9821	1.06	4.3147	1.036	28	1.0016	4.9383	4.6248	4.3419	1.137359	1.065143
Ottawa-sand-anm-20107.dat	-2.0060	1.8921	-2.2125	2.1772	-2.7488	2.4098	37.4344	62.4042	1.153	4.1504	1.131	24	1.0388	5.4687	4.5671	3.5380	1.545695	1.29086
Ottawa-sand-anm-20108.dat	-1.1931	0.9848	-1.1779	1.2943	-1.1784	0.8253	3.6132	14.4761	1.271	1.9038	1.253	24	0.9702	2.8938	2.0890	1.4845	1.949366	1.407203
Ottawa-sand-anm-20109.dat	-0.5368	0.6522	-0.7040	0.7347	-0.6080	0.6678	0.8852	5.4638	1.226	1.1913	1.137	22	0.9889	1.6449	1.3322	1.1655	1.41131	1.143
Ottawa-sand-anm-20110.dat	-0.9300	0.9716	-1.2014	1.1637	-1.3062	1.2614	5.2178	15.9892	1.099	2.1519	1.086	28	0.9712	2.7350	2.3000	2.0120	1.359318	1.143138
Ottawa-sand-anm-20111.dat	-1.5379	1.4836	-1.6442	1.6800	-1.2385	1.3995	9.2933	24.7200	1.156	2.6085	1.157	28	1.0123	3.5567	2.8595	1.9736	1.802154	1.448885
Ottawa-sand-anm-20112.dat	-2.6441	2.3678	-1.4043	1.5154	-2.2151	2.0204	24.1992	46.9824	1.161	3.5887	1.239	28	0.9859	5.5494	3.6731	2.9876	1.857488	1.229462
Ottawa-sand-anm-20113.dat	-1.3374	1.6042	-1.4852	1.3237	-1.1963	1.3180	7.2799	20.9947	1.156	2.4046	1.111	28	0.9790	2.9902	2.7969	2.2735	1.31526	1.230246
Ottawa-sand-anm-20114.dat	-1.5273	1.6160	-1.9290	1.9456	-1.7749	2.0749	14.0676	35.4357	1.257	2.9951	1.314	28	0.9900	4.3102	3.7075	2.1941	1.964476	1.689774
