Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA114F-3-fine-anm-00494.dat -0.2345 0.2155 -0.2956 0.2949 -0.1720 0.1634 0.0 0.6 1.279 0.4 1.333 24 1.0324 0.61995 0.41517 0.29164 2.12574 1.42355
MA114F-3-fine-anm-00495.dat -0.3018 0.2410 -0.3829 0.3501 -0.1397 0.1603 0.1 0.9 1.297 0.5 1.439 26 1.0474 0.74841 0.55921 0.25044 2.98836 2.23289
MA114F-3-fine-anm-00496.dat -0.2069 0.2025 -0.2501 0.2683 -0.1745 0.1591 0.0 0.6 1.280 0.4 1.205 26 1.0267 0.52897 0.45491 0.28130 1.88047 1.61719
MA114F-3-fine-anm-00497.dat -0.3888 0.4162 -0.3415 0.3710 -0.2329 0.1977 0.1 1.2 1.229 0.6 1.356 26 0.9677 0.87620 0.51997 0.43745 2.00298 1.18864
MA114F-3-fine-anm-00498.dat -0.2534 0.2901 -0.3000 0.3155 -0.1216 0.1203 0.0 0.6 1.315 0.4 1.490 22 0.9794 0.62949 0.43845 0.21600 2.91438 2.02992
MA114F-3-fine-anm-00499.dat -0.3302 0.3089 -0.2178 0.2457 -0.1637 0.1704 0.0 0.8 1.284 0.4 1.228 30 0.9883 0.65751 0.48067 0.34638 1.89822 1.38769
MA114F-3-fine-anm-00500.dat -0.2591 0.2467 -0.2354 0.2542 -0.1032 0.0975 0.0 0.5 1.356 0.4 1.377 26 0.9714 0.52418 0.45476 0.20860 2.51289 2.18011
MA114F-3-fine-anm-00501.dat -0.3152 0.3367 -0.2715 0.3458 -0.1280 0.1423 0.0 0.7 1.328 0.4 1.538 20 1.0170 0.67147 0.54025 0.23976 2.80060 2.25331
MA114F-3-fine-anm-00502.dat -0.3672 0.3340 -0.2237 0.2616 -0.1925 0.2746 0.1 0.9 1.164 0.5 1.175 24 1.0372 0.78471 0.50118 0.46890 1.67352 1.06884
MA114F-3-fine-anm-00503.dat -0.3550 0.4165 -0.2165 0.2658 -0.1778 0.1906 0.1 0.9 1.281 0.5 1.361 26 1.0206 0.77787 0.52501 0.33817 2.30020 1.55250
MA114F-3-fine-anm-00504.dat -0.2939 0.2831 -0.3788 0.3948 -0.1494 0.1490 0.0 0.9 1.374 0.4 1.644 24 1.0269 0.85345 0.49803 0.25380 3.36261 1.96224
MA114F-3-fine-anm-00505.dat -0.2368 0.2730 -0.2889 0.2811 -0.1877 0.2105 0.0 0.8 1.184 0.4 1.174 24 0.9778 0.66153 0.45484 0.36405 1.81711 1.24937
MA114F-3-fine-anm-00506.dat -0.1872 0.2139 -0.2174 0.2159 -0.1480 0.1880 0.0 0.5 1.242 0.4 1.124 24 0.9925 0.50665 0.40286 0.37036 1.36800 1.08777
MA114F-3-fine-anm-00507.dat -0.2984 0.2699 -0.5007 0.4832 -0.1671 0.1701 0.1 1.2 1.346 0.5 1.653 24 1.0048 0.98742 0.57830 0.30893 3.19623 1.87194
MA114F-3-fine-anm-00508.dat -0.1946 0.1866 -0.2312 0.2827 -0.2268 0.2388 0.0 0.7 1.190 0.4 1.086 26 1.0171 0.54569 0.47881 0.38585 1.41425 1.24091
