Name xlow xhi ylow yhi zlow zhi volume surf._area norm_surf_area Equiv._sph._diam. Itrace Nnn Norm._Gauss_Curvature length(mm) width(mm) thick(mm) L/T W/T
MA120C-anm-00050.dat -3.0128 1.8642 -3.2647 3.2568 -1.6699 1.9429 52.7 81.5 1.200 4.7 1.234 30 1.0012 6.79167 5.33684 3.68513 1.84299 1.44821
MA120C-anm-00051.dat -2.3361 2.3799 -3.4874 3.2058 -1.5698 2.1278 41.9 71.5 1.226 4.3 1.303 30 0.9979 6.76242 4.59053 3.67735 1.83894 1.24832
MA120C-anm-00052.dat -2.4459 2.1903 -3.5580 3.8144 -1.4510 1.6412 49.1 82.8 1.278 4.5 1.434 28 1.0305 7.63873 4.96900 3.21922 2.37285 1.54354
MA120C-anm-00053.dat -2.6528 2.5704 -3.3453 3.1437 -1.3850 2.0679 40.7 70.4 1.229 4.3 1.263 30 0.9985 6.56175 5.39695 3.56391 1.84117 1.51434
MA120C-anm-00054.dat -2.3995 3.1900 -3.1797 4.7269 -1.8088 2.5093 60.4 98.4 1.322 4.9 1.499 30 1.0351 9.01871 5.13306 4.11086 2.19388 1.24866
MA120C-anm-00055.dat -2.4630 2.1873 -2.9710 3.5057 -1.8278 1.8399 40.6 69.3 1.213 4.3 1.228 30 1.0082 6.72084 4.64179 3.54735 1.89461 1.30852
MA120C-anm-00056.dat -2.7336 3.2971 -2.9302 2.7660 -1.2936 1.9382 37.0 68.1 1.269 4.1 1.381 30 0.9910 6.25724 5.32866 2.72276 2.29812 1.95708
MA120C-anm-00057.dat -2.3237 2.3545 -3.4088 3.0338 -1.0248 1.4691 21.6 50.9 1.358 3.5 1.695 30 1.0047 6.99816 3.99780 1.89037 3.70202 2.11483
MA120C-anm-00058.dat -2.2349 2.1448 -2.7119 2.4440 -1.2659 1.3027 22.9 47.9 1.225 3.5 1.305 30 1.0016 5.44230 4.11885 2.36263 2.30349 1.74333
MA120C-anm-00059.dat -2.8184 2.6973 -3.2813 3.0384 -2.1836 2.8983 58.7 87.6 1.199 4.8 1.168 30 0.9925 7.05520 5.84272 4.17949 1.68805 1.39795
MA120C-anm-00060.dat -3.0894 2.8874 -3.1985 3.8888 -1.4875 2.0248 62.7 94.5 1.239 4.9 1.370 30 1.0033 7.77421 6.01075 3.19826 2.43076 1.87938
MA120C-anm-00061.dat -2.9411 3.6571 -2.8592 2.0871 -1.8344 2.5908 52.1 86.6 1.284 4.6 1.299 30 1.0190 7.63808 5.06090 3.98097 1.91865 1.27127
